Type,Library,Test,Result
2. Parse Double,Scheredom json.h (C),double26,true
2. Parse Double,Scheredom json.h (C),double27,true
2. Parse Double,Scheredom json.h (C),double28,true
2. Parse Double,Scheredom json.h (C),double29,true
2. Parse Double,Scheredom json.h (C),double30,true
2. Parse Double,Scheredom json.h (C),double31,true
2. Parse Double,Scheredom json.h (C),double32,true
2. Parse Double,Scheredom json.h (C),double33,true
2. Parse Double,Scheredom json.h (C),double34,true
2. Parse Double,Scheredom json.h (C),double35,true
2. Parse Double,Scheredom json.h (C),double36,true
2. Parse Double,Scheredom json.h (C),double37,true
2. Parse Double,Scheredom json.h (C),double38,true
2. Parse Double,Scheredom json.h (C),double39,true
2. Parse Double,Scheredom json.h (C),double40,true
2. Parse Double,Scheredom json.h (C),double41,true
2. Parse Double,Scheredom json.h (C),double42,true
2. Parse Double,Scheredom json.h (C),double43,true
2. Parse Double,Scheredom json.h (C),double44,true
2. Parse Double,Scheredom json.h (C),double45,true
2. Parse Double,Scheredom json.h (C),double46,true
2. Parse Double,Scheredom json.h (C),double47,true
2. Parse Double,Scheredom json.h (C),double48,true
2. Parse Double,Scheredom json.h (C),double49,true
2. Parse Double,Scheredom json.h (C),double50,true
2. Parse Double,Scheredom json.h (C),double51,true
2. Parse Double,Scheredom json.h (C),double52,true
2. Parse Double,Scheredom json.h (C),double53,true
2. Parse Double,Scheredom json.h (C),double54,true
2. Parse Double,Scheredom json.h (C),double55,true
2. Parse Double,Scheredom json.h (C),double56,true
2. Parse Double,Scheredom json.h (C),double57,true
2. Parse Double,Scheredom json.h (C),double58,true
2. Parse Double,Scheredom json.h (C),double59,true
2. Parse Double,Scheredom json.h (C),double60,true
2. Parse Double,Scheredom json.h (C),double61,true
2. Parse Double,Scheredom json.h (C),double62,true
2. Parse Double,Scheredom json.h (C),double63,true
2. Parse Double,Scheredom json.h (C),double64,true
2. Parse Double,Scheredom json.h (C),double65,true
2. Parse Double,Scheredom json.h (C),double66,true
3. Parse String,Scheredom json.h (C),string01,true
3. Parse String,Scheredom json.h (C),string02,true
3. Parse String,Scheredom json.h (C),string03,false
3. Parse String,Scheredom json.h (C),string04,false
3. Parse String,Scheredom json.h (C),string05,false
3. Parse String,Scheredom json.h (C),string06,false
3. Parse String,Scheredom json.h (C),string07,false
3. Parse String,Scheredom json.h (C),string08,false
3. Parse String,Scheredom json.h (C),string09,false
4. Roundtrip,Scheredom json.h (C),roundtrip01,true
4. Roundtrip,Scheredom json.h (C),roundtrip02,true
4. Roundtrip,Scheredom json.h (C),roundtrip03,true
4. Roundtrip,Scheredom json.h (C),roundtrip04,true
4. Roundtrip,Scheredom json.h (C),roundtrip05,true
4. Roundtrip,Scheredom json.h (C),roundtrip06,true
4. Roundtrip,Scheredom json.h (C),roundtrip07,true
4. Roundtrip,Scheredom json.h (C),roundtrip08,true
4. Roundtrip,Scheredom json.h (C),roundtrip09,true
4. Roundtrip,Scheredom json.h (C),roundtrip10,true
4. Roundtrip,Scheredom json.h (C),roundtrip11,true
4. Roundtrip,Scheredom json.h (C),roundtrip12,true
4. Roundtrip,Scheredom json.h (C),roundtrip13,true
4. Roundtrip,Scheredom json.h (C),roundtrip14,true
4. Roundtrip,Scheredom json.h (C),roundtrip15,true
4. Roundtrip,Scheredom json.h (C),roundtrip16,true
4. Roundtrip,Scheredom json.h (C),roundtrip17,true
4. Roundtrip,Scheredom json.h (C),roundtrip18,true
4. Roundtrip,Scheredom json.h (C),roundtrip19,true
4. Roundtrip,Scheredom json.h (C),roundtrip20,true
4. Roundtrip,Scheredom json.h (C),roundtrip21,true
4. Roundtrip,Scheredom json.h (C),roundtrip22,true
4. Roundtrip,Scheredom json.h (C),roundtrip23,true
4. Roundtrip,Scheredom json.h (C),roundtrip24,true
4. Roundtrip,Scheredom json.h (C),roundtrip25,true
4. Roundtrip,Scheredom json.h (C),roundtrip26,true
4. Roundtrip,Scheredom json.h (C),roundtrip27,true
1. Parse Validation,SimpleJSON (C++),pass01,true
1. Parse Validation,SimpleJSON (C++),pass02,true
1. Parse Validation,SimpleJSON (C++),pass03,true
1. Parse Validation,SimpleJSON (C++),fail02,true
1. Parse Validation,SimpleJSON (C++),fail03,true
1. Parse Validation,SimpleJSON (C++),fail04,true
1. Parse Validation,SimpleJSON (C++),fail05,true
1. Parse Validation,SimpleJSON (C++),fail06,true
1. Parse Validation,SimpleJSON (C++),fail07,true
1. Parse Validation,SimpleJSON (C++),fail08,true
1. Parse Validation,SimpleJSON (C++),fail09,true
1. Parse Validation,SimpleJSON (C++),fail10,true
1. Parse Validation,SimpleJSON (C++),fail11,true
1. Parse Validation,SimpleJSON (C++),fail12,true
1. Parse Validation,SimpleJSON (C++),fail13,true
1. Parse Validation,SimpleJSON (C++),fail14,true
1. Parse Validation,SimpleJSON (C++),fail15,true
1. Parse Validation,SimpleJSON (C++),fail16,true
1. Parse Validation,SimpleJSON (C++),fail17,true
1. Parse Validation,SimpleJSON (C++),fail19,true
1. Parse Validation,SimpleJSON (C++),fail20,true
1. Parse Validation,SimpleJSON (C++),fail21,true
1. Parse Validation,SimpleJSON (C++),fail22,true
1. Parse Validation,SimpleJSON (C++),fail23,true
1. Parse Validation,SimpleJSON (C++),fail24,true
1. Parse Validation,SimpleJSON (C++),fail25,false
1. Parse Validation,SimpleJSON (C++),fail26,true
1. Parse Validation,SimpleJSON (C++),fail27,true
1. Parse Validation,SimpleJSON (C++),fail28,true
1. Parse Validation,SimpleJSON (C++),fail29,true
1. Parse Validation,SimpleJSON (C++),fail30,true
1. Parse Validation,SimpleJSON (C++),fail31,true
1. Parse Validation,SimpleJSON (C++),fail32,true
1. Parse Validation,SimpleJSON (C++),fail33,true
2. Parse Double,SimpleJSON (C++),double01,true
2. Parse Double,SimpleJSON (C++),double02,true
2. Parse Double,SimpleJSON (C++),double03,true
2. Parse Double,SimpleJSON (C++),double04,true
2. Parse Double,SimpleJSON (C++),double05,true
2. Parse Double,SimpleJSON (C++),double06,true
2. Parse Double,SimpleJSON (C++),double07,true
2. Parse Double,SimpleJSON (C++),double08,true
2. Parse Double,SimpleJSON (C++),double09,true
2. Parse Double,SimpleJSON (C++),double10,true
2. Parse Double,SimpleJSON (C++),double11,false
2. Parse Double,SimpleJSON (C++),double12,true
2. Parse Double,SimpleJSON (C++),double13,true
2. Parse Double,SimpleJSON (C++),double14,true
2. Parse Double,SimpleJSON (C++),double15,false
2. Parse Double,SimpleJSON (C++),double16,true
2. Parse Double,SimpleJSON (C++),double17,true
2. Parse Double,SimpleJSON (C++),double18,false
2. Parse Double,SimpleJSON (C++),double19,false
2. Parse Double,SimpleJSON (C++),double20,false
2. Parse Double,SimpleJSON (C++),double21,false
2. Parse Double,SimpleJSON (C++),double22,true
2. Parse Double,SimpleJSON (C++),double23,false
2. Parse Double,SimpleJSON (C++),double24,false
2. Parse Double,SimpleJSON (C++),double25,false
2. Parse Double,SimpleJSON (C++),double26,true
2. Parse Double,SimpleJSON (C++),double27,true
2. Parse Double,SimpleJSON (C++),double28,false
2. Parse Double,SimpleJSON (C++),double29,true
2. Parse Double,SimpleJSON (C++),double30,false
2. Parse Double,SimpleJSON (C++),double31,true
2. Parse Double,SimpleJSON (C++),double32,false
2. Parse Double,SimpleJSON (C++),double33,true
2. Parse Double,SimpleJSON (C++),double34,true
2. Parse Double,SimpleJSON (C++),double35,false
2. Parse Double,SimpleJSON (C++),double36,false
2. Parse Double,SimpleJSON (C++),double37,false
2. Parse Double,SimpleJSON (C++),double38,false
2. Parse Double,SimpleJSON (C++),double39,false
2. Parse Double,SimpleJSON (C++),double40,true
2. Parse Double,SimpleJSON (C++),double41,false
2. Parse Double,SimpleJSON (C++),double42,false
2. Parse Double,SimpleJSON (C++),double43,false
2. Parse Double,SimpleJSON (C++),double44,true
2. Parse Double,SimpleJSON (C++),double45,true
2. Parse Double,SimpleJSON (C++),double46,true
2. Parse Double,SimpleJSON (C++),double47,false
2. Parse Double,SimpleJSON (C++),double48,false
2. Parse Double,SimpleJSON (C++),double49,false
2. Parse Double,SimpleJSON (C++),double50,false
2. Parse Double,SimpleJSON (C++),double51,false
2. Parse Double,SimpleJSON (C++),double52,true
2. Parse Double,SimpleJSON (C++),double53,false
2. Parse Double,SimpleJSON (C++),double54,true
2. Parse Double,SimpleJSON (C++),double55,false
2. Parse Double,SimpleJSON (C++),double56,false
2. Parse Double,SimpleJSON (C++),double57,false
2. Parse Double,SimpleJSON (C++),double58,false
2. Parse Double,SimpleJSON (C++),double59,false
2. Parse Double,SimpleJSON (C++),double60,false
2. Parse Double,SimpleJSON (C++),double61,false
2. Parse Double,SimpleJSON (C++),double62,false
2. Parse Double,SimpleJSON (C++),double63,false
2. Parse Double,SimpleJSON (C++),double64,false
2. Parse Double,SimpleJSON (C++),double65,false
2. Parse Double,SimpleJSON (C++),double66,false
3. Parse String,SimpleJSON (C++),string01,true
3. Parse String,SimpleJSON (C++),string02,true
3. Parse String,SimpleJSON (C++),string03,true
3. Parse String,SimpleJSON (C++),string04,false
3. Parse String,SimpleJSON (C++),string05,true
3. Parse String,SimpleJSON (C++),string06,true
3. Parse String,SimpleJSON (C++),string07,true
3. Parse String,SimpleJSON (C++),string08,true
3. Parse String,SimpleJSON (C++),string09,false
4. Roundtrip,SimpleJSON (C++),roundtrip01,true
4. Roundtrip,SimpleJSON (C++),roundtrip02,true
4. Roundtrip,SimpleJSON (C++),roundtrip03,true
4. Roundtrip,SimpleJSON (C++),roundtrip04,true
4. Roundtrip,SimpleJSON (C++),roundtrip05,true
4. Roundtrip,SimpleJSON (C++),roundtrip06,true
4. Roundtrip,SimpleJSON (C++),roundtrip07,true
4. Roundtrip,SimpleJSON (C++),roundtrip08,true
4. Roundtrip,SimpleJSON (C++),roundtrip09,true
4. Roundtrip,SimpleJSON (C++),roundtrip10,true
4. Roundtrip,SimpleJSON (C++),roundtrip11,true
4. Roundtrip,SimpleJSON (C++),roundtrip12,true
4. Roundtrip,SimpleJSON (C++),roundtrip13,false
4. Roundtrip,SimpleJSON (C++),roundtrip14,false
4. Roundtrip,SimpleJSON (C++),roundtrip15,true
4. Roundtrip,SimpleJSON (C++),roundtrip16,true
4. Roundtrip,SimpleJSON (C++),roundtrip17,true
4. Roundtrip,SimpleJSON (C++),roundtrip18,false
4. Roundtrip,SimpleJSON (C++),roundtrip19,false
4. Roundtrip,SimpleJSON (C++),roundtrip20,false
4. Roundtrip,SimpleJSON (C++),roundtrip21,false
4. Roundtrip,SimpleJSON (C++),roundtrip22,true
4. Roundtrip,SimpleJSON (C++),roundtrip23,true
4. Roundtrip,SimpleJSON (C++),roundtrip24,false
4. Roundtrip,SimpleJSON (C++),roundtrip25,false
4. Roundtrip,SimpleJSON (C++),roundtrip26,false
4. Roundtrip,SimpleJSON (C++),roundtrip27,false
1. Parse Validation,taocpp/json (C++11),pass01,true
1. Parse Validation,taocpp/json (C++11),pass02,true
1. Parse Validation,taocpp/json (C++11),pass03,true
1. Parse Validation,taocpp/json (C++11),fail02,true
1. Parse Validation,taocpp/json (C++11),fail03,true
1. Parse Validation,taocpp/json (C++11),fail04,true
1. Parse Validation,taocpp/json (C++11),fail05,true
1. Parse Validation,taocpp/json (C++11),fail06,true
1. Parse Validation,taocpp/json (C++11),fail07,true
1. Parse Validation,taocpp/json (C++11),fail08,true
1. Parse Validation,taocpp/json (C++11),fail09,true
1. Parse Validation,taocpp/json (C++11),fail10,true
1. Parse Validation,taocpp/json (C++11),fail11,true
1. Parse Validation,taocpp/json (C++11),fail12,true
1. Parse Validation,taocpp/json (C++11),fail13,true
1. Parse Validation,taocpp/json (C++11),fail14,true
1. Parse Validation,taocpp/json (C++11),fail15,true
1. Parse Validation,taocpp/json (C++11),fail16,true
1. Parse Validation,taocpp/json (C++11),fail17,true
1. Parse Validation,taocpp/json (C++11),fail19,true
1. Parse Validation,taocpp/json (C++11),fail20,true
1. Parse Validation,taocpp/json (C++11),fail21,true
1. Parse Validation,taocpp/json (C++11),fail22,true
1. Parse Validation,taocpp/json (C++11),fail23,true
1. Parse Validation,taocpp/json (C++11),fail24,true
1. Parse Validation,taocpp/json (C++11),fail25,true
1. Parse Validation,taocpp/json (C++11),fail26,true
1. Parse Validation,taocpp/json (C++11),fail27,true
1. Parse Validation,taocpp/json (C++11),fail28,true
1. Parse Validation,taocpp/json (C++11),fail29,true
1. Parse Validation,taocpp/json (C++11),fail30,true
1. Parse Validation,taocpp/json (C++11),fail31,true
1. Parse Validation,taocpp/json (C++11),fail32,true
1. Parse Validation,taocpp/json (C++11),fail33,true
2. Parse Double,taocpp/json (C++11),double01,true
2. Parse Double,taocpp/json (C++11),double02,true
2. Parse Double,taocpp/json (C++11),double03,true
2. Parse Double,taocpp/json (C++11),double04,true
2. Parse Double,taocpp/json (C++11),double05,true
2. Parse Double,taocpp/json (C++11),double06,true
2. Parse Double,taocpp/json (C++11),double07,true
2. Parse Double,taocpp/json (C++11),double08,true
2. Parse Double,taocpp/json (C++11),double09,true
2. Parse Double,taocpp/json (C++11),double10,true
2. Parse Double,taocpp/json (C++11),double11,true
2. Parse Double,taocpp/json (C++11),double12,true
2. Parse Double,taocpp/json (C++11),double13,true
2. Parse Double,taocpp/json (C++11),double14,true
2. Parse Double,taocpp/json (C++11),double15,true
2. Parse Double,taocpp/json (C++11),double16,true
2. Parse Double,taocpp/json (C++11),double17,true
2. Parse Double,taocpp/json (C++11),double18,true
2. Parse Double,taocpp/json (C++11),double19,true
2. Parse Double,taocpp/json (C++11),double20,true
2. Parse Double,taocpp/json (C++11),double21,true
2. Parse Double,taocpp/json (C++11),double22,true
2. Parse Double,taocpp/json (C++11),double23,true
2. Parse Double,taocpp/json (C++11),double24,true
2. Parse Double,taocpp/json (C++11),double25,true
2. Parse Double,taocpp/json (C++11),double26,true
2. Parse Double,taocpp/json (C++11),double27,true
2. Parse Double,taocpp/json (C++11),double28,true
2. Parse Double,taocpp/json (C++11),double29,true
2. Parse Double,taocpp/json (C++11),double30,true
2. Parse Double,taocpp/json (C++11),double31,true
2. Parse Double,taocpp/json (C++11),double32,true
2. Parse Double,taocpp/json (C++11),double33,true
2. Parse Double,taocpp/json (C++11),double34,true
2. Parse Double,taocpp/json (C++11),double35,true
2. Parse Double,taocpp/json (C++11),double36,true
2. Parse Double,taocpp/json (C++11),double37,true
2. Parse Double,taocpp/json (C++11),double38,true
2. Parse Double,taocpp/json (C++11),double39,true
2. Parse Double,taocpp/json (C++11),double40,true
2. Parse Double,taocpp/json (C++11),double41,true
2. Parse Double,taocpp/json (C++11),double42,true
2. Parse Double,taocpp/json (C++11),double43,true
2. Parse Double,taocpp/json (C++11),double44,true
2. Parse Double,taocpp/json (C++11),double45,true
2. Parse Double,taocpp/json (C++11),double46,true
2. Parse Double,taocpp/json (C++11),double47,true
2. Parse Double,taocpp/json (C++11),double48,true
2. Parse Double,taocpp/json (C++11),double49,true
2. Parse Double,taocpp/json (C++11),double50,true
2. Parse Double,taocpp/json (C++11),double51,true
2. Parse Double,taocpp/json (C++11),double52,true
2. Parse Double,taocpp/json (C++11),double53,true
2. Parse Double,taocpp/json (C++11),double54,true
2. Parse Double,taocpp/json (C++11),double55,true
2. Parse Double,taocpp/json (C++11),double56,true
2. Parse Double,taocpp/json (C++11),double57,true
2. Parse Double,taocpp/json (C++11),double58,true
2. Parse Double,taocpp/json (C++11),double59,true
2. Parse Double,taocpp/json (C++11),double60,true
2. Parse Double,taocpp/json (C++11),double61,true
2. Parse Double,taocpp/json (C++11),double62,true
2. Parse Double,taocpp/json (C++11),double63,true
2. Parse Double,taocpp/json (C++11),double64,true
2. Parse Double,taocpp/json (C++11),double65,true
2. Parse Double,taocpp/json (C++11),double66,true
3. Parse String,taocpp/json (C++11),string01,true
3. Parse String,taocpp/json (C++11),string02,true
3. Parse String,taocpp/json (C++11),string03,true
3. Parse String,taocpp/json (C++11),string04,true
3. Parse String,taocpp/json (C++11),string05,true
3. Parse String,taocpp/json (C++11),string06,true
3. Parse String,taocpp/json (C++11),string07,true
3. Parse String,taocpp/json (C++11),string08,true
3. Parse String,taocpp/json (C++11),string09,true
4. Roundtrip,taocpp/json (C++11),roundtrip01,true
4. Roundtrip,taocpp/json (C++11),roundtrip02,true
4. Roundtrip,taocpp/json (C++11),roundtrip03,true
4. Roundtrip,taocpp/json (C++11),roundtrip04,true
4. Roundtrip,taocpp/json (C++11),roundtrip05,true
4. Roundtrip,taocpp/json (C++11),roundtrip06,true
4. Roundtrip,taocpp/json (C++11),roundtrip07,true
4. Roundtrip,taocpp/json (C++11),roundtrip08,true
4. Roundtrip,taocpp/json (C++11),roundtrip09,true
4. Roundtrip,taocpp/json (C++11),roundtrip10,true
4. Roundtrip,taocpp/json (C++11),roundtrip11,true
4. Roundtrip,taocpp/json (C++11),roundtrip12,true
4. Roundtrip,taocpp/json (C++11),roundtrip13,true
4. Roundtrip,taocpp/json (C++11),roundtrip14,true
4. Roundtrip,taocpp/json (C++11),roundtrip15,true
4. Roundtrip,taocpp/json (C++11),roundtrip16,true
4. Roundtrip,taocpp/json (C++11),roundtrip17,true
4. Roundtrip,taocpp/json (C++11),roundtrip18,true
4. Roundtrip,taocpp/json (C++11),roundtrip19,true
4. Roundtrip,taocpp/json (C++11),roundtrip20,true
4. Roundtrip,taocpp/json (C++11),roundtrip21,true
4. Roundtrip,taocpp/json (C++11),roundtrip22,true
4. Roundtrip,taocpp/json (C++11),roundtrip23,true
4. Roundtrip,taocpp/json (C++11),roundtrip24,true
4. Roundtrip,taocpp/json (C++11),roundtrip25,true
4. Roundtrip,taocpp/json (C++11),roundtrip26,true
4. Roundtrip,taocpp/json (C++11),roundtrip27,true
1. Parse Validation,tunnuz/JSON++ (C++),pass01,true
1. Parse Validation,tunnuz/JSON++ (C++),pass02,true
1. Parse Validation,tunnuz/JSON++ (C++),pass03,true
1. Parse Validation,tunnuz/JSON++ (C++),fail02,true
1. Parse Validation,tunnuz/JSON++ (C++),fail03,true
1. Parse Validation,tunnuz/JSON++ (C++),fail04,true
1. Parse Validation,tunnuz/JSON++ (C++),fail05,true
1. Parse Validation,tunnuz/JSON++ (C++),fail06,false
1. Parse Validation,tunnuz/JSON++ (C++),fail07,true
1. Parse Validation,tunnuz/JSON++ (C++),fail08,true
1. Parse Validation,tunnuz/JSON++ (C++),fail09,true
1. Parse Validation,tunnuz/JSON++ (C++),fail10,true
1. Parse Validation,tunnuz/JSON++ (C++),fail11,true
1. Parse Validation,tunnuz/JSON++ (C++),fail12,true
1. Parse Validation,tunnuz/JSON++ (C++),fail13,false
1. Parse Validation,tunnuz/JSON++ (C++),fail14,true
1. Parse Validation,tunnuz/JSON++ (C++),fail15,true
1. Parse Validation,tunnuz/JSON++ (C++),fail16,false
1. Parse Validation,tunnuz/JSON++ (C++),fail17,true
1. Parse Validation,tunnuz/JSON++ (C++),fail19,true
1. Parse Validation,tunnuz/JSON++ (C++),fail20,true
1. Parse Validation,tunnuz/JSON++ (C++),fail21,true
1. Parse Validation,tunnuz/JSON++ (C++),fail22,true
1. Parse Validation,tunnuz/JSON++ (C++),fail23,true
1. Parse Validation,tunnuz/JSON++ (C++),fail24,false
1. Parse Validation,tunnuz/JSON++ (C++),fail25,false
1. Parse Validation,tunnuz/JSON++ (C++),fail26,false
1. Parse Validation,tunnuz/JSON++ (C++),fail27,false
1. Parse Validation,tunnuz/JSON++ (C++),fail28,false
1. Parse Validation,tunnuz/JSON++ (C++),fail29,false
1. Parse Validation,tunnuz/JSON++ (C++),fail30,true
1. Parse Validation,tunnuz/JSON++ (C++),fail31,true
1. Parse Validation,tunnuz/JSON++ (C++),fail32,true
1. Parse Validation,tunnuz/JSON++ (C++),fail33,true
2. Parse Double,tunnuz/JSON++ (C++),double01,true
2. Parse Double,tunnuz/JSON++ (C++),double02,true
2. Parse Double,tunnuz/JSON++ (C++),double03,true
2. Parse Double,tunnuz/JSON++ (C++),double04,true
2. Parse Double,tunnuz/JSON++ (C++),double05,true
2. Parse Double,tunnuz/JSON++ (C++),double06,true
2. Parse Double,tunnuz/JSON++ (C++),double07,true
2. Parse Double,tunnuz/JSON++ (C++),double08,true
2. Parse Double,tunnuz/JSON++ (C++),double09,true
2. Parse Double,tunnuz/JSON++ (C++),double10,true
2. Parse Double,tunnuz/JSON++ (C++),double11,true
2. Parse Double,tunnuz/JSON++ (C++),double12,true
2. Parse Double,tunnuz/JSON++ (C++),double13,true
2. Parse Double,tunnuz/JSON++ (C++),double14,true
2. Parse Double,tunnuz/JSON++ (C++),double15,true
2. Parse Double,tunnuz/JSON++ (C++),double16,true
2. Parse Double,tunnuz/JSON++ (C++),double17,true
2. Parse Double,tunnuz/JSON++ (C++),double18,true
2. Parse Double,tunnuz/JSON++ (C++),double19,true
2. Parse Double,tunnuz/JSON++ (C++),double20,true
2. Parse Double,tunnuz/JSON++ (C++),double21,true
2. Parse Double,tunnuz/JSON++ (C++),double22,true
2. Parse Double,tunnuz/JSON++ (C++),double23,true
2. Parse Double,tunnuz/JSON++ (C++),double24,true
2. Parse Double,tunnuz/JSON++ (C++),double25,true
2. Parse Double,tunnuz/JSON++ (C++),double26,false
2. Parse Double,tunnuz/JSON++ (C++),double27,false
2. Parse Double,tunnuz/JSON++ (C++),double28,false
2. Parse Double,tunnuz/JSON++ (C++),double29,true
2. Parse Double,tunnuz/JSON++ (C++),double30,true
2. Parse Double,tunnuz/JSON++ (C++),double31,true
2. Parse Double,tunnuz/JSON++ (C++),double32,true
2. Parse Double,tunnuz/JSON++ (C++),double33,false
2. Parse Double,tunnuz/JSON++ (C++),double34,false
2. Parse Double,tunnuz/JSON++ (C++),double35,true
2. Parse Double,tunnuz/JSON++ (C++),double36,true
2. Parse Double,tunnuz/JSON++ (C++),double37,false
2. Parse Double,tunnuz/JSON++ (C++),double38,true
2. Parse Double,tunnuz/JSON++ (C++),double39,true
2. Parse Double,tunnuz/JSON++ (C++),double40,false
2. Parse Double,tunnuz/JSON++ (C++),double41,true
2. Parse Double,tunnuz/JSON++ (C++),double42,true
2. Parse Double,tunnuz/JSON++ (C++),double43,true
2. Parse Double,tunnuz/JSON++ (C++),double44,false
2. Parse Double,tunnuz/JSON++ (C++),double45,true
2. Parse Double,tunnuz/JSON++ (C++),double46,true
2. Parse Double,tunnuz/JSON++ (C++),double47,true
2. Parse Double,tunnuz/JSON++ (C++),double48,false
2. Parse Double,tunnuz/JSON++ (C++),double49,true
2. Parse Double,tunnuz/JSON++ (C++),double50,true
2. Parse Double,tunnuz/JSON++ (C++),double51,true
2. Parse Double,tunnuz/JSON++ (C++),double52,true
2. Parse Double,tunnuz/JSON++ (C++),double53,false
2. Parse Double,tunnuz/JSON++ (C++),double54,true
2. Parse Double,tunnuz/JSON++ (C++),double55,false
2. Parse Double,tunnuz/JSON++ (C++),double56,false
2. Parse Double,tunnuz/JSON++ (C++),double57,false
2. Parse Double,tunnuz/JSON++ (C++),double58,false
2. Parse Double,tunnuz/JSON++ (C++),double59,true
2. Parse Double,tunnuz/JSON++ (C++),double60,false
2. Parse Double,tunnuz/JSON++ (C++),double61,false
2. Parse Double,tunnuz/JSON++ (C++),double62,false
2. Parse Double,tunnuz/JSON++ (C++),double63,false
2. Parse Double,tunnuz/JSON++ (C++),double64,true
2. Parse Double,tunnuz/JSON++ (C++),double65,false
2. Parse Double,tunnuz/JSON++ (C++),double66,true
3. Parse String,tunnuz/JSON++ (C++),string01,true
3. Parse String,tunnuz/JSON++ (C++),string02,true
3. Parse String,tunnuz/JSON++ (C++),string03,true
3. Parse String,tunnuz/JSON++ (C++),string04,false
3. Parse String,tunnuz/JSON++ (C++),string05,true
3. Parse String,tunnuz/JSON++ (C++),string06,true
3. Parse String,tunnuz/JSON++ (C++),string07,true
3. Parse String,tunnuz/JSON++ (C++),string08,true
3. Parse String,tunnuz/JSON++ (C++),string09,false
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip01,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip02,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip03,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip04,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip05,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip06,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip07,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip08,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip09,false
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip10,false
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip11,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip12,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip13,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip14,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip15,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip16,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip17,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip18,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip19,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip20,false
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip21,false
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip22,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip23,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip24,true
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip25,false
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip26,false
4. Roundtrip,tunnuz/JSON++ (C++),roundtrip27,false
1. Parse Validation,udp/json-parser (C),pass01,true
1. Parse Validation,udp/json-parser (C),pass02,true
1. Parse Validation,udp/json-parser (C),pass03,true
1. Parse Validation,udp/json-parser (C),fail02,true
1. Parse Validation,udp/json-parser (C),fail03,true
1. Parse Validation,udp/json-parser (C),fail04,false
1. Parse Validation,udp/json-parser (C),fail05,true
1. Parse Validation,udp/json-parser (C),fail06,true
1. Parse Validation,udp/json-parser (C),fail07,true
1. Parse Validation,udp/json-parser (C),fail08,true
1. Parse Validation,udp/json-parser (C),fail09,false
1. Parse Validation,udp/json-parser (C),fail10,true
1. Parse Validation,udp/json-parser (C),fail11,true
1. Parse Validation,udp/json-parser (C),fail12,true
1. Parse Validation,udp/json-parser (C),fail13,true
1. Parse Validation,udp/json-parser (C),fail14,true
1. Parse Validation,udp/json-parser (C),fail15,false
1. Parse Validation,udp/json-parser (C),fail16,true
1. Parse Validation,udp/json-parser (C),fail17,false
1. Parse Validation,udp/json-parser (C),fail19,true
1. Parse Validation,udp/json-parser (C),fail20,true
1. Parse Validation,udp/json-parser (C),fail21,true
1. Parse Validation,udp/json-parser (C),fail22,true
1. Parse Validation,udp/json-parser (C),fail23,true
1. Parse Validation,udp/json-parser (C),fail24,true
1. Parse Validation,udp/json-parser (C),fail25,false
1. Parse Validation,udp/json-parser (C),fail26,false
1. Parse Validation,udp/json-parser (C),fail27,false
1. Parse Validation,udp/json-parser (C),fail28,false
1. Parse Validation,udp/json-parser (C),fail29,true
1. Parse Validation,udp/json-parser (C),fail30,true
1. Parse Validation,udp/json-parser (C),fail31,true
1. Parse Validation,udp/json-parser (C),fail32,true
1. Parse Validation,udp/json-parser (C),fail33,true
2. Parse Double,udp/json-parser (C),double01,true
2. Parse Double,udp/json-parser (C),double02,true
2. Parse Double,udp/json-parser (C),double03,true
2. Parse Double,udp/json-parser (C),double04,true
2. Parse Double,udp/json-parser (C),double05,true
2. Parse Double,udp/json-parser (C),double06,true
2. Parse Double,udp/json-parser (C),double07,true
2. Parse Double,udp/json-parser (C),double08,true
2. Parse Double,udp/json-parser (C),double09,true
2. Parse Double,udp/json-parser (C),double10,true
